# Zuordnung Quellzeile -> Bucket  (statisches Artefakt, eingefroren nach Review 21.08.)
# Quelle: qodo-ai__pr-agent__81e7a689.md · Buckets: P D N M X PARTS · Auto-Zeilen (blank/heading/fence) fehlen bewusst.
44	P	PRA-28	- Pytest is the standard framework; keep new tests under the closest matching directory (`tests/unittest/` for unit logic, `tests/e2e_tests/` for integration flows, `tests/health_test/` for smoke coverage).
45	N	PRA-29	- Prefer focused unit tests that isolate helpers in `pr_agent/algo/`, `pr_agent/tools/`, or provider adapters; use parameterized tests where existing files already do so.
46	P	PRA-30	- Set `PYTHONPATH=.` when invoking pytest from the repository root to avoid import errors.
47	PARTS	D:PRA-31 N:PRA-31b	- End-to-end suites require provider tokens (`TOKEN_GITHUB`, `TOKEN_GITLAB`, `BITBUCKET_USERNAME`, `BITBUCKET_PASSWORD`) and may take several minutes; run them only when credentials and sandboxes are configured.
48	D	PRA-32	- The health test (`tests/health_test/main.py`) exercises `/describe`, `/review`, and `/improve`; update expected artifacts if prompts change meaningfully.
52	N	PRA-33	- Follow `CONTRIBUTING.md`: keep changes focused, add or update tests, and use Conventional Commit-style messages (e.g., `fix: handle missing repo settings gracefully`).
53	N	PRA-34	- Target branch names follow `feature/<name>` or `fix/<issue>` patterns for substantial work.
54	N	PRA-35	- Reference related issues and update README or docs when user-facing behavior shifts.
55	N	PRA-36	- Ensure CI workflows (`build-and-test`, `code-coverage`, `docs-ci`) succeed locally or in draft PRs before requesting review; reproduce failures with the documented commands above.
56	N	PRA-37	- Include screenshots or terminal captures when modifying user-visible output or documentation previews.
60	N	PRA-38	- Ask for confirmation before adding dependencies, renaming files, or changing workflow definitions; many consumers embed these paths and prompts.
61	P	PRA-39	- Stay within existing formatting and directory conventions—avoid mass refactors, re-sorting of prompts, or reformatting Markdown beyond the touched sections.
62	N	PRA-40	- You may read files, list directories, and run targeted lint/test/doc commands without prior approval; coordinate before launching full Docker builds or e2e suites that rely on external credentials.
63	N	PRA-41	- Never commit cached credentials, API keys, or coverage artifacts; CI already handles secrets through GitHub Actions.
64	N	PRA-42	- Treat prompt and configuration files as single sources of truth—update mirrors (`.pr_agent.toml`, `pr_agent/settings/*.toml`) together when behavior changes.
68	N	PRA-43	- Secrets should be supplied through environment variables (see usages in `tests/e2e_tests/test_github_app.py` and `tests/health_test/main.py`); do not persist them in code or configuration files.
69	N	PRA-44	- Adjust runtime behavior by overriding keys in `.pr_agent.toml` or by supplying repository-specific Dynaconf files; keep overrides minimal and documented inside the PR description.
70	N	PRA-45	- Review `SECURITY.md` before disclosing vulnerabilities and follow its contact instructions for responsible reporting.
