config_name,model,cell,task,repetition,trajectory_path,report_path,exit_status,evaluation_status,evaluation_error,resolved_present,resolved,model_responses,tool_calls,submission_present,category,origin,measurement_status,measurable,outcome,tokens,api_calls,wall_seconds
main-run-glm,glm-4.5-air-t0,no_plan,huggingface_transformers-41412,run_0,experiments/2026-08-21_01-hauptrun/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_0/huggingface_transformers-41412/huggingface_transformers-41412.traj.json,experiments/2026-08-21_01-hauptrun/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_0/huggingface_transformers-41412/report.json,Submitted,completed,,True,True,19,18,True,solved,agent,measurable,True,1,287778,18,288.94
main-run-glm,glm-4.5-air-t0,no_plan,huggingface_transformers-41412,run_1,experiments/2026-08-21_01-hauptrun/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_1/huggingface_transformers-41412/huggingface_transformers-41412.traj.json,experiments/2026-08-21_01-hauptrun/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_1/huggingface_transformers-41412/report.json,Submitted,completed,,True,True,45,44,True,solved,agent,measurable,True,1,408384,44,323.62
main-run-glm,glm-4.5-air-t0,no_plan,huggingface_transformers-41661,run_0,experiments/2026-08-21_01-hauptrun/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_0/huggingface_transformers-41661/huggingface_transformers-41661.traj.json,experiments/2026-08-21_01-hauptrun/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_0/huggingface_transformers-41661/report.json,Submitted,completed,,True,False,1,0,False,no_action,agent,measurable,True,0,1605,0,208.62
main-run-glm,glm-4.5-air-t0,no_plan,huggingface_transformers-41661,run_1,experiments/2026-08-21_01-hauptrun/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_1/huggingface_transformers-41661/huggingface_transformers-41661.traj.json,experiments/2026-08-21_01-hauptrun/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_1/huggingface_transformers-41661/report.json,Submitted,completed,,True,False,1,0,False,no_action,agent,measurable,True,0,1635,0,231.44
main-run-glm,glm-4.5-air-t0,no_plan,huggingface_transformers-41750,run_0,experiments/2026-08-21_01-hauptrun/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_0/huggingface_transformers-41750/huggingface_transformers-41750.traj.json,experiments/2026-08-21_01-hauptrun/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_0/huggingface_transformers-41750/report.json,Submitted,completed,,True,True,34,33,True,solved,agent,measurable,True,1,1276779,33,460.16
main-run-glm,glm-4.5-air-t0,no_plan,huggingface_transformers-41750,run_1,experiments/2026-08-21_01-hauptrun/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_1/huggingface_transformers-41750/huggingface_transformers-41750.traj.json,experiments/2026-08-21_01-hauptrun/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_1/huggingface_transformers-41750/report.json,Submitted,completed,,True,True,56,55,True,solved,agent,measurable,True,1,1597208,55,481.45
main-run-glm,glm-4.5-air-t0,no_plan,huggingface_transformers-41757,run_0,experiments/2026-08-21_01-hauptrun/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_0/huggingface_transformers-41757/huggingface_transformers-41757.traj.json,experiments/2026-08-21_01-hauptrun/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_0/huggingface_transformers-41757/report.json,Submitted,completed,,True,True,26,25,True,solved,agent,measurable,True,1,465251,25,396.69
main-run-glm,glm-4.5-air-t0,no_plan,huggingface_transformers-41757,run_1,experiments/2026-08-21_01-hauptrun/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_1/huggingface_transformers-41757/huggingface_transformers-41757.traj.json,experiments/2026-08-21_01-hauptrun/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_1/huggingface_transformers-41757/report.json,Submitted,completed,,True,True,29,28,True,solved,agent,measurable,True,1,526294,28,413.66
main-run-glm,glm-4.5-air-t0,no_plan,jlowin_fastmcp-2674,run_0,experiments/2026-08-21_01-hauptrun/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_0/jlowin_fastmcp-2674/jlowin_fastmcp-2674.traj.json,experiments/2026-08-21_01-hauptrun/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_0/jlowin_fastmcp-2674/report.json,Submitted,completed,,True,False,2,1,False,empty_patch,agent,measurable,True,0,3228,0,36.59
main-run-glm,glm-4.5-air-t0,no_plan,jlowin_fastmcp-2674,run_1,experiments/2026-08-21_01-hauptrun/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_1/jlowin_fastmcp-2674/jlowin_fastmcp-2674.traj.json,experiments/2026-08-21_01-hauptrun/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_1/jlowin_fastmcp-2674/report.json,Submitted,completed,,True,False,2,1,False,empty_patch,agent,measurable,True,0,3228,0,34.21
main-run-glm,glm-4.5-air-t0,no_plan,jlowin_fastmcp-2749,run_0,experiments/2026-08-21_01-hauptrun/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_0/jlowin_fastmcp-2749/jlowin_fastmcp-2749.traj.json,experiments/2026-08-21_01-hauptrun/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_0/jlowin_fastmcp-2749/report.json,Submitted,completed,,True,False,118,117,True,failed_patch,agent,measurable,True,0,7071007,117,494.3
main-run-glm,glm-4.5-air-t0,no_plan,jlowin_fastmcp-2749,run_1,experiments/2026-08-21_01-hauptrun/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_1/jlowin_fastmcp-2749/jlowin_fastmcp-2749.traj.json,experiments/2026-08-21_01-hauptrun/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_1/jlowin_fastmcp-2749/report.json,Submitted,completed,,True,False,50,49,True,failed_patch,agent,measurable,True,0,2064370,49,339.16
main-run-glm,glm-4.5-air-t0,no_plan,jlowin_fastmcp-2768,run_0,experiments/2026-08-21_01-hauptrun/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_0/jlowin_fastmcp-2768/jlowin_fastmcp-2768.traj.json,experiments/2026-08-21_01-hauptrun/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_0/jlowin_fastmcp-2768/report.json,Submitted,completed,,True,True,23,22,True,solved,agent,measurable,True,1,435667,22,183.7
main-run-glm,glm-4.5-air-t0,no_plan,jlowin_fastmcp-2768,run_1,experiments/2026-08-21_01-hauptrun/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_1/jlowin_fastmcp-2768/jlowin_fastmcp-2768.traj.json,experiments/2026-08-21_01-hauptrun/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_1/jlowin_fastmcp-2768/report.json,Submitted,completed,,True,True,34,33,True,solved,agent,measurable,True,1,808492,33,195.6
main-run-glm,glm-4.5-air-t0,no_plan,jlowin_fastmcp-2776,run_0,experiments/2026-08-21_01-hauptrun/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_0/jlowin_fastmcp-2776/jlowin_fastmcp-2776.traj.json,experiments/2026-08-21_01-hauptrun/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_0/jlowin_fastmcp-2776/report.json,Submitted,completed,,True,True,18,17,True,solved,agent,measurable,True,1,162127,18,120.35
main-run-glm,glm-4.5-air-t0,no_plan,jlowin_fastmcp-2776,run_1,experiments/2026-08-21_01-hauptrun/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_1/jlowin_fastmcp-2776/jlowin_fastmcp-2776.traj.json,experiments/2026-08-21_01-hauptrun/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_1/jlowin_fastmcp-2776/report.json,Submitted,completed,,True,True,13,12,True,solved,agent,measurable,True,1,106780,12,96.15
main-run-glm,glm-4.5-air-t0,no_plan,jlowin_fastmcp-2800,run_0,experiments/2026-08-21_01-hauptrun/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_0/jlowin_fastmcp-2800/jlowin_fastmcp-2800.traj.json,experiments/2026-08-21_01-hauptrun/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_0/jlowin_fastmcp-2800/report.json,Submitted,completed,,True,False,15,14,True,failed_patch,agent,measurable,True,0,111229,14,118.5
main-run-glm,glm-4.5-air-t0,no_plan,jlowin_fastmcp-2800,run_1,experiments/2026-08-21_01-hauptrun/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_1/jlowin_fastmcp-2800/jlowin_fastmcp-2800.traj.json,experiments/2026-08-21_01-hauptrun/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_1/jlowin_fastmcp-2800/report.json,Submitted,completed,,True,False,33,32,True,failed_patch,agent,measurable,True,0,374760,32,190.41
main-run-glm,glm-4.5-air-t0,no_plan,openai_openai-agents-python-1745,run_0,experiments/2026-08-21_01-hauptrun/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_0/openai_openai-agents-python-1745/openai_openai-agents-python-1745.traj.json,experiments/2026-08-21_01-hauptrun/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_0/openai_openai-agents-python-1745/report.json,Submitted,completed,,True,False,31,30,True,failed_patch,agent,measurable,True,0,862752,30,217.69
main-run-glm,glm-4.5-air-t0,no_plan,openai_openai-agents-python-1745,run_1,experiments/2026-08-21_01-hauptrun/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_1/openai_openai-agents-python-1745/openai_openai-agents-python-1745.traj.json,experiments/2026-08-21_01-hauptrun/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_1/openai_openai-agents-python-1745/report.json,Submitted,completed,,True,True,35,34,True,solved,agent,measurable,True,1,945568,34,169.61
main-run-glm,glm-4.5-air-t0,no_plan,openai_openai-agents-python-1752,run_0,experiments/2026-08-21_01-hauptrun/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_0/openai_openai-agents-python-1752/openai_openai-agents-python-1752.traj.json,experiments/2026-08-21_01-hauptrun/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_0/openai_openai-agents-python-1752/report.json,Submitted,completed,,True,False,61,60,True,failed_patch,agent,measurable,True,0,1333084,60,280.71
main-run-glm,glm-4.5-air-t0,no_plan,openai_openai-agents-python-1752,run_1,experiments/2026-08-21_01-hauptrun/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_1/openai_openai-agents-python-1752/openai_openai-agents-python-1752.traj.json,experiments/2026-08-21_01-hauptrun/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_1/openai_openai-agents-python-1752/report.json,Submitted,completed,,True,False,1,0,False,no_action,agent,measurable,True,0,1446,0,39.54
main-run-glm,glm-4.5-air-t0,no_plan,openai_openai-agents-python-1753,run_0,experiments/2026-08-21_01-hauptrun/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_0/openai_openai-agents-python-1753/openai_openai-agents-python-1753.traj.json,experiments/2026-08-21_01-hauptrun/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_0/openai_openai-agents-python-1753/report.json,Submitted,completed,,True,False,2,1,False,empty_patch,agent,measurable,True,0,3027,0,37.49
main-run-glm,glm-4.5-air-t0,no_plan,openai_openai-agents-python-1753,run_1,experiments/2026-08-21_01-hauptrun/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_1/openai_openai-agents-python-1753/openai_openai-agents-python-1753.traj.json,experiments/2026-08-21_01-hauptrun/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_1/openai_openai-agents-python-1753/report.json,Submitted,completed,,True,False,3,2,False,empty_patch,agent,measurable,True,0,4476,0,39.81
main-run-glm,glm-4.5-air-t0,no_plan,openai_openai-agents-python-1757,run_0,experiments/2026-08-21_01-hauptrun/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_0/openai_openai-agents-python-1757/openai_openai-agents-python-1757.traj.json,experiments/2026-08-21_01-hauptrun/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_0/openai_openai-agents-python-1757/report.json,Submitted,completed,,True,False,1,0,False,no_action,agent,measurable,True,0,1574,0,39.87
main-run-glm,glm-4.5-air-t0,no_plan,openai_openai-agents-python-1757,run_1,experiments/2026-08-21_01-hauptrun/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_1/openai_openai-agents-python-1757/openai_openai-agents-python-1757.traj.json,experiments/2026-08-21_01-hauptrun/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_1/openai_openai-agents-python-1757/report.json,Submitted,completed,,True,False,50,49,True,failed_patch,agent,measurable,True,0,854052,50,345.55
main-run-glm,glm-4.5-air-t0,no_plan,openai_openai-agents-python-1779,run_0,experiments/2026-08-21_01-hauptrun/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_0/openai_openai-agents-python-1779/openai_openai-agents-python-1779.traj.json,experiments/2026-08-21_01-hauptrun/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_0/openai_openai-agents-python-1779/report.json,Submitted,completed,,True,False,13,12,True,failed_patch,agent,measurable,True,0,130965,11,115.63
main-run-glm,glm-4.5-air-t0,no_plan,openai_openai-agents-python-1779,run_1,experiments/2026-08-21_01-hauptrun/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_1/openai_openai-agents-python-1779/openai_openai-agents-python-1779.traj.json,experiments/2026-08-21_01-hauptrun/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_1/openai_openai-agents-python-1779/report.json,Submitted,completed,,True,False,14,13,True,failed_patch,agent,measurable,True,0,142713,13,107.63
main-run-glm,glm-4.5-air-t0,no_plan,openai_openai-agents-python-1798,run_0,experiments/2026-08-21_01-hauptrun/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_0/openai_openai-agents-python-1798/openai_openai-agents-python-1798.traj.json,experiments/2026-08-21_01-hauptrun/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_0/openai_openai-agents-python-1798/report.json,Submitted,completed,,True,True,18,17,True,solved,agent,measurable,True,1,204576,17,150.78
main-run-glm,glm-4.5-air-t0,no_plan,openai_openai-agents-python-1798,run_1,experiments/2026-08-21_01-hauptrun/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_1/openai_openai-agents-python-1798/openai_openai-agents-python-1798.traj.json,experiments/2026-08-21_01-hauptrun/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_1/openai_openai-agents-python-1798/report.json,Submitted,completed,,True,False,41,40,True,failed_patch,agent,measurable,True,0,917527,37,298.61
main-run-glm,glm-4.5-air-t0,no_plan,openai_openai-agents-python-1833,run_0,experiments/2026-08-21_01-hauptrun/agentbench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_0/openai_openai-agents-python-1833/openai_openai-agents-python-1833.traj.json,experiments/2026-08-21_01-hauptrun/swebench/eth-sri_agentbench/no_plan/pi/glm-4.5-air-t0/run_0/openai_openai-agents-python-1833/report.json,Submitted,completed,,True,True,23,22,True,solved,agent,measurable,True,1,321052,22,137.16
